unit_name,holder,holder_type,manager,acres,duration,date_est,pub_access,gap_status,corridor_town
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,155,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,167,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,192,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,239,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,241,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,339,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,86,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,296,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,139,,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,26,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,547,,2012,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,824,,2018,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,490,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,66,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,127,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,136,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,166,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,201,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,256,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,442,,,Closed,4 - no known mandate for biodiversity protection,Davis
Hardy FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,195,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Harrison FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,61,,2017,Closed,4 - no known mandate for biodiversity protection,Jenningston
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,4,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,20,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,21,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,45,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,54,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,59,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,75,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,86,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,90,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,101,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,111,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,111,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,126,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,127,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,147,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,220,,,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,119,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,40,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,81,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,70,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,230,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,19,,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,56,,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,115,,2008,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,171,,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,60,,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,32,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,45,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,67,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,139,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,187,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,201,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,61,,2013,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,8,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,29,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,59,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
Jefferson FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,84,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
Lincoln FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,258,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,87,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,101,,,Closed,4 - no known mandate for biodiversity protection,Davis
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,189,,,Closed,4 - no known mandate for biodiversity protection,Davis
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,224,,,Closed,4 - no known mandate for biodiversity protection,Davis
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,53,,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,98,,2010,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,106,,2010,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Mineral FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,58,,2013,Closed,4 - no known mandate for biodiversity protection,Davis
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,65,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,72,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,98,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,127,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,195,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,241,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,399,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,527,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,566,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,55,,2005,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,115,,2009,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,503,,2009,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,67,,2010,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,48,,2011,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,80,,2011,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Monroe FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,388,,2011,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,14,,,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,78,,,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,100,,,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,103,,,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,109,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,136,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,139,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,8,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,37,,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,43,,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,21,,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,41,,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,98,,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,1,,2018,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,6,,2018,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,118,,2018,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,22,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,82,,2019,Closed,4 - no known mandate for biodiversity protection,Davis
"Nicholas FPB 
 Easement",County Farmland Protection Board,farmland_protection,CNTY,170,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Nicholas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,199,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Nicholas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,310,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Nicholas FPB
 Easement",County Farmland Protection Board,farmland_protection,CNTY,98,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,60,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,52,,2008,Closed,4 - no known mandate for biodiversity protection,Cass
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,161,,2008,Closed,4 - no known mandate for biodiversity protection,Green Bank
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,41,,2009,Closed,4 - no known mandate for biodiversity protection,Marlinton
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,64,,2010,Closed,4 - no known mandate for biodiversity protection,Marlinton
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,65,,2010,Closed,4 - no known mandate for biodiversity protection,Marlinton
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,65,,2010,Closed,4 - no known mandate for biodiversity protection,Marlinton
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,18,,2011,Closed,4 - no known mandate for biodiversity protection,Cass
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,98,,2011,Closed,4 - no known mandate for biodiversity protection,Marlinton
Pocahontas FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,406,,,Closed,4 - no known mandate for biodiversity protection,Durbin
Preston FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,99,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Preston FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,102,,,Closed,4 - no known mandate for biodiversity protection,Albright
Preston FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,108,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Preston FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,166,,,Closed,4 - no known mandate for biodiversity protection,Rowlesburg
Preston FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,212,,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Preston FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,90,,2011,Closed,4 - no known mandate for biodiversity protection,Albright
Upsher  FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,173,,,Closed,4 - no known mandate for biodiversity protection,Jenningston
ATC Easement,Appalachian Trail Club,other,NGO,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,1,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,1,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,98,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,131,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,736,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,736,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,0,,1999,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,1,,1999,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Club,other,NGO,238,,2006,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,1,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,32,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,42,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,50,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,57,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,86,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,87,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,87,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,88,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,90,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,93,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,98,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,121,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,132,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,167,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,183,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,219,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,232,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,242,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,248,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,254,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,260,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,280,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,462,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,1479,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,32,,1998,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,125,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,449,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,963,,2002,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,1682,,2002,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,8,,2003,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,289,,2003,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,84,,2005,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,132,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,135,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,201,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,227,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,71,,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,101,,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Terra Alta
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,106,,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,53,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,138,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,65,,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,74,,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,204,,2013,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
CLRLT Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,697,,2013,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,1,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,2,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,9,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,276,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,36,,1998,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,95,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,99,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,79,,2005,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,35,,2006,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,96,,2006,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,21,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,120,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Terra Alta
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,193,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
